ID,Family,Population,pophost,nathost,Trmt,hatch.date,S1.cones,S2.cones,S3.cones,death.date,eclosion.date,sex,feeding1,lifespan,Dvpt.time
217,77,Leesburg,K.elegans,C.corindum,Y,26-Apr,3,NA,NA,3-May,NA,NA,46,7,#VALUE!
218,76,Leesburg,K.elegans,C.corindum,N,25-Apr,0,NA,NA,29-Apr,NA,NA,76,4,#VALUE!
219,76,Leesburg,K.elegans,K.paniculata,N,26-Apr,0,NA,NA,30-Apr,NA,NA,46,4,#VALUE!
220,76,Leesburg,K.elegans,K.elegans,N,26-Apr,0,NA,NA,30-Apr,NA,NA,46,4,#VALUE!
221,76,Leesburg,K.elegans,C.corindum,Y,25-Apr,2,NA,NA,29-Apr,NA,NA,76,4,#VALUE!
222,76,Leesburg,K.elegans,K.paniculata,Y,26-Apr,6,3,NA,NA,29-May,F,22,#VALUE!,33
223,76,Leesburg,K.elegans,K.elegans,Y,26-Apr,3,5,NA,NA,30-May,M,22,#VALUE!,34
224,82,Leesburg,K.elegans,K.paniculata,N,25-Apr,0,NA,NA,30-Apr,NA,NA,76,5,#VALUE!
225,82,Leesburg,K.elegans,K.elegans,N,25-Apr,0,0,NA,NA,27-May,M,52,#VALUE!,32
226,82,Leesburg,K.elegans,C.corindum,N,25-Apr,0,NA,NA,1-May,NA,NA,52,6,#VALUE!
227,82,Leesburg,K.elegans,K.paniculata,Y,25-Apr,4,5,NA,NA,28-May,F,52,#VALUE!,33
228,82,Leesburg,K.elegans,K.elegans,Y,25-Apr,2,2,NA,NA,28-May,M,28,#VALUE!,33
229,82,Leesburg,K.elegans,C.corindum,Y,25-Apr,2,3,1,NA,22-May,M,28,#VALUE!,27
230,21,Key_Largo,C.corindum,K.paniculata,N,26-Apr,0,NA,NA,1-May,NA,NA,47,5,#VALUE!
231,21,Key_Largo,C.corindum,K.elegans,N,27-Apr,0,NA,NA,3-May,NA,NA,51,6,#VALUE!
232,21,Key_Largo,C.corindum,C.corindum,N,28-Apr,0,NA,NA,2-May,NA,NA,45,4,#VALUE!
233,21,Key_Largo,C.corindum,K.paniculata,Y,26-Apr,1,NA,NA,30-Apr,NA,NA,23,4,#VALUE!
234,21,Key_Largo,C.corindum,K.elegans,Y,27-Apr,5,5,NA,NA,3-Jul,F,51,#VALUE!,67
235,21,Key_Largo,C.corindum,C.corindum,Y,28-Apr,1,4,1,22-Jul,NA,NA,45,85,#VALUE!
236,29,Key_Largo,C.corindum,C.corindum,N,26-Apr,0,NA,NA,1-May,NA,NA,47,5,#VALUE!
237,29,Key_Largo,C.corindum,K.paniculata,N,29-Apr,0,NA,NA,2-May,NA,NA,50,3,#VALUE!
239,29,Key_Largo,C.corindum,C.corindum,Y,27-Apr,2,NA,NA,30-Apr,NA,NA,47,3,#VALUE!
242,70,Lake_Wales,K.elegans,C.corindum,N,26-Apr,0,NA,NA,27-Apr,NA,NA,47,1,#VALUE!
243,70,Lake_Wales,K.elegans,K.elegans,N,26-Apr,0,0,NA,NA,24-May,M,47,#VALUE!,28
244,70,Lake_Wales,K.elegans,K.paniculata,N,29-Apr,0,NA,NA,2-May,NA,NA,70,3,#VALUE!
245,70,Lake_Wales,K.elegans,C.corindum,Y,26-Apr,2,4,2,17-Jul,NA,NA,47,82,#VALUE!
246,70,Lake_Wales,K.elegans,K.elegans,Y,26-Apr,2,2,NA,NA,23-May,M,47,#VALUE!,27
247,70,Lake_Wales,K.elegans,K.paniculata,Y,29-Apr,2,NA,NA,2-May,NA,NA,70,3,#VALUE!
248,49,Lake_Wales,K.elegans,K.elegans,N,26-Apr,0,NA,NA,1-May,NA,NA,49,5,#VALUE!
249,49,Lake_Wales,K.elegans,K.paniculata,N,2-May,0,NA,NA,5-May,NA,NA,92,3,#VALUE!
251,49,Lake_Wales,K.elegans,K.elegans,Y,28-Apr,2,3,NA,NA,31-May,M,45,#VALUE!,33
254,65,Lake_Wales,K.elegans,C.corindum,N,26-Apr,0,NA,NA,2-May,NA,NA,25,6,#VALUE!
255,65,Lake_Wales,K.elegans,K.paniculata,N,28-Apr,0,NA,NA,2-May,NA,NA,69,4,#VALUE!
256,65,Lake_Wales,K.elegans,K.elegans,N,28-Apr,0,NA,NA,2-May,NA,NA,45,4,#VALUE!
257,65,Lake_Wales,K.elegans,C.corindum,Y,26-Apr,1,3,4,1-Jul,NA,NA,49,66,#VALUE!
258,65,Lake_Wales,K.elegans,K.paniculata,Y,26-Apr,7,4,NA,NA,28-May,M,25,#VALUE!,32
259,65,Lake_Wales,K.elegans,K.elegans,Y,28-Apr,4,1,NA,NA,2-Jun,F,45,#VALUE!,35
260,63,Lake_Wales,K.elegans,K.paniculata,N,26-Apr,0,NA,NA,30-Apr,NA,NA,25,4,#VALUE!
261,63,Lake_Wales,K.elegans,C.corindum,N,28-Apr,0,NA,NA,3-May,NA,NA,52,5,#VALUE!
262,63,Lake_Wales,K.elegans,K.elegans,N,29-Apr,0,NA,NA,3-May,NA,NA,70,4,#VALUE!
263,63,Lake_Wales,K.elegans,K.paniculata,Y,27-Apr,1,NA,NA,4-May,NA,NA,51,7,#VALUE!
264,63,Lake_Wales,K.elegans,C.corindum,Y,29-Apr,3,4,2,30-Jul,NA,NA,46,92,#VALUE!
265,63,Lake_Wales,K.elegans,K.elegans,Y,29-Apr,2,5,NA,NA,31-May,M,70,#VALUE!,32
266,123,Davis,K.paniculata,K.paniculata,N,26-Apr,0,NA,NA,2-May,NA,NA,50,6,#VALUE!
267,123,Davis,K.paniculata,C.corindum,N,27-Apr,0,NA,NA,3-May,NA,NA,51,6,#VALUE!
268,123,Davis,K.paniculata,K.elegans,N,27-Apr,0,NA,NA,2-May,NA,NA,51,5,#VALUE!
269,123,Davis,K.paniculata,K.paniculata,Y,27-Apr,1,NA,NA,2-May,NA,NA,51,5,#VALUE!
270,123,Davis,K.paniculata,C.corindum,Y,27-Apr,1,NA,NA,2-May,NA,NA,51,5,#VALUE!
271,123,Davis,K.paniculata,K.elegans,Y,27-Apr,7,6,NA,9-Jul,NA,NA,51,73,#VALUE!
272,17,Key_Largo,C.corindum,C.corindum,N,27-Apr,0,NA,NA,3-May,NA,NA,52,6,#VALUE!
273,17,Key_Largo,C.corindum,K.paniculata,N,28-Apr,0,NA,NA,5-May,NA,NA,95,7,#VALUE!
274,17,Key_Largo,C.corindum,K.elegans,N,28-Apr,0,NA,NA,5-May,NA,NA,52,7,#VALUE!
275,17,Key_Largo,C.corindum,C.corindum,Y,28-Apr,1,3,1,18-Jun,NA,NA,45,51,#VALUE!
276,17,Key_Largo,C.corindum,K.paniculata,Y,28-Apr,2,4,NA,NA,6-Jun,F,69,#VALUE!,39
277,17,Key_Largo,C.corindum,K.elegans,Y,29-Apr,2,NA,NA,5-May,NA,NA,46,6,#VALUE!
278,106,Davis,K.paniculata,K.elegans,N,27-Apr,0,NA,NA,2-May,NA,NA,52,5,#VALUE!
279,106,Davis,K.paniculata,K.paniculata,N,27-Apr,0,NA,NA,2-May,NA,NA,52,5,#VALUE!
280,106,Davis,K.paniculata,C.corindum,N,27-Apr,0,0,0,NA,25-May,F,52,#VALUE!,28
281,106,Davis,K.paniculata,K.elegans,Y,27-Apr,4,2,NA,NA,10-Jun,F,52,#VALUE!,44
282,106,Davis,K.paniculata,K.paniculata,Y,27-Apr,4,2,NA,NA,31-May,F,52,#VALUE!,34
283,106,Davis,K.paniculata,C.corindum,Y,27-Apr,2,1,5,NA,27-May,M,52,#VALUE!,30
284,102,Davis,K.paniculata,K.elegans,N,27-Apr,0,0,NA,NA,30-May,M,52,#VALUE!,33
285,102,Davis,K.paniculata,C.corindum,N,27-Apr,0,NA,NA,30-Apr,NA,NA,52,3,#VALUE!
287,102,Davis,K.paniculata,K.elegans,Y,27-Apr,3,6,NA,NA,30-May,M,52,#VALUE!,33
288,102,Davis,K.paniculata,C.corindum,Y,27-Apr,1,NA,NA,1-May,NA,NA,52,4,#VALUE!
289,102,Davis,K.paniculata,K.paniculata,Y,27-Apr,2,6,NA,NA,2-Jun,M,52,#VALUE!,36
290,121,Davis,K.paniculata,K.elegans,N,27-Apr,0,NA,NA,2-May,NA,NA,52,5,#VALUE!
291,121,Davis,K.paniculata,K.paniculata,N,27-Apr,0,0,NA,NA,28-May,M,52,#VALUE!,31
292,121,Davis,K.paniculata,C.corindum,N,28-Apr,0,NA,NA,3-May,NA,NA,46,5,#VALUE!
293,121,Davis,K.paniculata,K.elegans,Y,27-Apr,4,4,NA,NA,5-Jun,F,52,#VALUE!,39
294,121,Davis,K.paniculata,K.paniculata,Y,28-Apr,1,NA,NA,3-May,NA,NA,46,5,#VALUE!
295,121,Davis,K.paniculata,C.corindum,Y,28-Apr,2,NA,NA,2-May,NA,NA,70,4,#VALUE!
296,109,Davis,K.paniculata,K.paniculata,N,27-Apr,0,NA,NA,2-May,NA,NA,52,5,#VALUE!
297,109,Davis,K.paniculata,K.elegans,N,27-Apr,0,0,NA,NA,28-May,F,52,#VALUE!,31
298,109,Davis,K.paniculata,C.corindum,N,27-Apr,0,NA,NA,1-May,NA,NA,52,4,#VALUE!
299,109,Davis,K.paniculata,K.paniculata,Y,27-Apr,1,NA,NA,1-May,NA,NA,76,4,#VALUE!
300,109,Davis,K.paniculata,K.elegans,Y,27-Apr,3,4,NA,NA,3-Jun,M,76,#VALUE!,37
301,109,Davis,K.paniculata,C.corindum,Y,27-Apr,3,3,6,8-Jul,NA,NA,52,72,#VALUE!
302,114,Davis,K.paniculata,C.corindum,N,27-Apr,0,NA,NA,3-May,NA,NA,52,6,#VALUE!
303,114,Davis,K.paniculata,K.paniculata,N,28-Apr,0,NA,NA,3-May,NA,NA,46,5,#VALUE!
304,114,Davis,K.paniculata,K.elegans,N,28-Apr,0,0,NA,NA,26-May,F,46,#VALUE!,28
305,114,Davis,K.paniculata,C.corindum,Y,28-Apr,1,2,2,8-Jul,NA,NA,70,71,#VALUE!
306,114,Davis,K.paniculata,K.paniculata,Y,28-Apr,1,NA,NA,3-May,NA,NA,46,5,#VALUE!
307,114,Davis,K.paniculata,K.elegans,Y,28-Apr,2,NA,NA,30-Apr,NA,NA,46,2,#VALUE!
308,104,Davis,K.paniculata,C.corindum,N,27-Apr,0,NA,NA,2-May,NA,NA,52,5,#VALUE!
309,104,Davis,K.paniculata,K.elegans,N,28-Apr,0,0,NA,NA,1-Jun,F,46,#VALUE!,34
310,104,Davis,K.paniculata,K.paniculata,N,28-Apr,0,NA,NA,3-May,NA,NA,46,5,#VALUE!
311,104,Davis,K.paniculata,C.corindum,Y,27-Apr,3,1,3,22-Jun,NA,NA,25,56,#VALUE!
312,104,Davis,K.paniculata,K.elegans,Y,28-Apr,5,1,NA,NA,31-May,M,46,#VALUE!,33
313,104,Davis,K.paniculata,K.paniculata,Y,28-Apr,1,NA,NA,3-May,NA,NA,46,5,#VALUE!
314,107,Davis,K.paniculata,K.elegans,N,27-Apr,0,0,NA,NA,30-May,M,52,#VALUE!,33
315,107,Davis,K.paniculata,K.paniculata,N,29-Apr,0,NA,NA,2-May,NA,NA,47,3,#VALUE!
317,107,Davis,K.paniculata,K.elegans,Y,27-Apr,5,4,NA,NA,2-Jun,F,76,#VALUE!,36
320,105,Davis,K.paniculata,C.corindum,N,27-Apr,0,NA,NA,1-May,NA,NA,52,4,#VALUE!
321,105,Davis,K.paniculata,K.paniculata,N,27-Apr,0,NA,NA,2-May,NA,NA,52,5,#VALUE!
322,105,Davis,K.paniculata,K.elegans,N,27-Apr,0,NA,NA,1-May,NA,NA,52,4,#VALUE!
323,105,Davis,K.paniculata,C.corindum,Y,27-Apr,2,3,6,17-Jul,NA,NA,25,81,#VALUE!
324,105,Davis,K.paniculata,K.paniculata,Y,27-Apr,6,4,NA,11-Jul,NA,NA,25,75,#VALUE!
325,105,Davis,K.paniculata,K.elegans,Y,28-Apr,1,7,NA,13-May,NA,NA,52,15,#VALUE!
326,115,Davis,K.paniculata,C.corindum,N,27-Apr,0,NA,NA,1-May,NA,NA,53,4,#VALUE!
327,115,Davis,K.paniculata,K.elegans,N,27-Apr,0,NA,NA,1-May,NA,NA,53,4,#VALUE!
328,115,Davis,K.paniculata,K.paniculata,N,27-Apr,0,NA,NA,1-May,NA,NA,53,4,#VALUE!
329,115,Davis,K.paniculata,C.corindum,Y,27-Apr,2,1,3,20-Jul,NA,NA,26,84,#VALUE!
330,115,Davis,K.paniculata,K.elegans,Y,27-Apr,2,5,NA,NA,27-May,F,26,#VALUE!,30
331,115,Davis,K.paniculata,K.paniculata,Y,27-Apr,2,NA,NA,1-May,NA,NA,26,4,#VALUE!
332,117,Davis,K.paniculata,K.elegans,N,27-Apr,0,NA,NA,1-May,NA,NA,53,4,#VALUE!
333,117,Davis,K.paniculata,K.paniculata,N,27-Apr,0,NA,NA,1-May,NA,NA,53,4,#VALUE!
334,117,Davis,K.paniculata,C.corindum,N,27-Apr,0,NA,NA,1-May,NA,NA,53,4,#VALUE!
335,117,Davis,K.paniculata,K.elegans,Y,27-Apr,3,2,NA,5-Jun,NA,NA,26,39,#VALUE!
336,117,Davis,K.paniculata,K.paniculata,Y,27-Apr,4,4,NA,NA,1-Jun,F,26,#VALUE!,35
337,117,Davis,K.paniculata,C.corindum,Y,27-Apr,3,1,3,NA,3-Jun,F,101,#VALUE!,37
338,125,Davis,K.paniculata,C.corindum,N,27-Apr,0,NA,NA,1-May,NA,NA,26,4,#VALUE!
339,125,Davis,K.paniculata,K.paniculata,N,28-Apr,0,NA,NA,3-May,NA,NA,47,5,#VALUE!
341,125,Davis,K.paniculata,C.corindum,Y,28-Apr,1,5,2,22-Jul,NA,NA,47,85,#VALUE!
344,120,Davis,K.paniculata,K.elegans,N,27-Apr,0,NA,NA,3-May,NA,NA,76,6,#VALUE!
345,120,Davis,K.paniculata,K.paniculata,N,27-Apr,0,NA,NA,2-May,NA,NA,53,5,#VALUE!
346,120,Davis,K.paniculata,C.corindum,N,27-Apr,0,NA,NA,2-May,NA,NA,26,5,#VALUE!
347,120,Davis,K.paniculata,K.elegans,Y,27-Apr,2,2,NA,NA,2-Jun,M,26,#VALUE!,36
348,120,Davis,K.paniculata,K.paniculata,Y,27-Apr,1,NA,NA,3-May,NA,NA,26,6,#VALUE!
349,120,Davis,K.paniculata,C.corindum,Y,27-Apr,1,NA,NA,2-May,NA,NA,101,5,#VALUE!
350,127,Davis,K.paniculata,C.corindum,N,27-Apr,0,NA,NA,1-May,NA,NA,26,4,#VALUE!
351,127,Davis,K.paniculata,K.paniculata,N,28-Apr,0,0,NA,NA,25-May,F,47,#VALUE!,27
352,127,Davis,K.paniculata,K.elegans,N,28-Apr,0,NA,NA,2-May,NA,NA,47,4,#VALUE!
353,127,Davis,K.paniculata,C.corindum,Y,28-Apr,1,NA,NA,2-May,NA,NA,47,4,#VALUE!
354,127,Davis,K.paniculata,K.paniculata,Y,28-Apr,2,7,NA,NA,31-May,F,47,#VALUE!,33
355,127,Davis,K.paniculata,K.elegans,Y,28-Apr,2,NA,NA,2-May,NA,NA,47,4,#VALUE!
356,9,Key_Largo,C.corindum,C.corindum,N,28-Apr,0,NA,NA,4-May,NA,NA,49,6,#VALUE!
357,9,Key_Largo,C.corindum,K.elegans,N,28-Apr,0,NA,NA,4-May,NA,NA,49,6,#VALUE!
358,9,Key_Largo,C.corindum,K.paniculata,N,28-Apr,0,NA,NA,3-May,NA,NA,49,5,#VALUE!
359,9,Key_Largo,C.corindum,C.corindum,Y,28-Apr,2,2,1,30-Jul,NA,NA,49,93,#VALUE!
360,9,Key_Largo,C.corindum,K.elegans,Y,28-Apr,3,3,NA,9-May,NA,NA,49,11,#VALUE!
361,9,Key_Largo,C.corindum,K.paniculata,Y,28-Apr,3,9,NA,NA,10-Jun,M,49,#VALUE!,43
362,18,Key_Largo,C.corindum,K.elegans,N,28-Apr,0,NA,NA,3-May,NA,NA,50,5,#VALUE!
365,18,Key_Largo,C.corindum,K.elegans,Y,28-Apr,3,5,NA,NA,13-Jun,F,50,#VALUE!,46
368,25,Key_Largo,C.corindum,C.corindum,N,28-Apr,0,NA,NA,3-May,NA,NA,50,5,#VALUE!
369,25,Key_Largo,C.corindum,K.paniculata,N,29-Apr,0,NA,NA,3-May,NA,NA,71,4,#VALUE!
370,25,Key_Largo,C.corindum,K.elegans,N,7-May,0,NA,NA,11-May,NA,NA,92,4,#VALUE!
371,25,Key_Largo,C.corindum,C.corindum,Y,29-Apr,3,1,3,21-Jul,NA,NA,47,83,#VALUE!
372,25,Key_Largo,C.corindum,K.paniculata,Y,7-May,4,1,NA,27-May,NA,NA,92,20,#VALUE!
373,25,Key_Largo,C.corindum,K.elegans,Y,8-May,3,7,NA,NA,27-Jun,M,23,#VALUE!,50
374,108,Davis,K.paniculata,C.corindum,N,28-Apr,0,NA,NA,2-May,NA,NA,50,4,#VALUE!
375,108,Davis,K.paniculata,K.paniculata,N,28-Apr,0,NA,NA,3-May,NA,NA,50,5,#VALUE!
376,108,Davis,K.paniculata,K.elegans,N,28-Apr,0,0,NA,NA,28-May,M,50,#VALUE!,30
377,108,Davis,K.paniculata,C.corindum,Y,28-Apr,1,NA,NA,3-May,NA,NA,25,5,#VALUE!
378,108,Davis,K.paniculata,K.paniculata,Y,28-Apr,3,NA,NA,2-May,NA,NA,50,4,#VALUE!
379,108,Davis,K.paniculata,K.elegans,Y,29-Apr,2,3,NA,NA,24-Jun,F,47,#VALUE!,56
380,119,Davis,K.paniculata,K.elegans,N,28-Apr,0,0,NA,NA,26-May,M,50,#VALUE!,28
381,119,Davis,K.paniculata,C.corindum,N,17-May,0,NA,NA,24-May,NA,NA,152,7,#VALUE!
382,119,Davis,K.paniculata,K.paniculata,N,25-May,0,NA,NA,31-May,NA,NA,44,6,#VALUE!
383,119,Davis,K.paniculata,K.elegans,Y,17-May,3,7,NA,NA,8-Jul,F,78,#VALUE!,52
384,119,Davis,K.paniculata,C.corindum,Y,19-May,5,5,3,29-May,NA,NA,121,10,#VALUE!
385,119,Davis,K.paniculata,K.paniculata,Y,25-May,6,6,NA,NA,5-Jul,F,44,#VALUE!,41
386,118,Davis,K.paniculata,K.paniculata,N,28-Apr,0,NA,NA,2-May,NA,NA,51,4,#VALUE!
389,118,Davis,K.paniculata,K.paniculata,Y,28-Apr,5,NA,NA,3-May,NA,NA,51,5,#VALUE!
392,116,Davis,K.paniculata,C.corindum,N,28-Apr,0,NA,NA,4-May,NA,NA,51,6,#VALUE!
393,116,Davis,K.paniculata,K.elegans,N,28-Apr,0,NA,NA,4-May,NA,NA,51,6,#VALUE!
394,116,Davis,K.paniculata,K.paniculata,N,28-Apr,0,NA,NA,4-May,NA,NA,51,6,#VALUE!
395,116,Davis,K.paniculata,C.corindum,Y,28-Apr,1,4,3,24-Jul,NA,NA,28,87,#VALUE!
396,116,Davis,K.paniculata,K.elegans,Y,28-Apr,1,4,NA,NA,26-May,F,52,#VALUE!,28
397,116,Davis,K.paniculata,K.paniculata,Y,28-Apr,2,8,NA,NA,20-Jun,F,52,#VALUE!,53
398,112,Davis,K.paniculata,K.elegans,N,28-Apr,0,0,NA,NA,30-May,M,52,#VALUE!,32
399,112,Davis,K.paniculata,K.paniculata,N,28-Apr,0,NA,NA,3-May,NA,NA,52,5,#VALUE!
401,112,Davis,K.paniculata,K.elegans,Y,28-Apr,2,6,NA,NA,30-May,M,52,#VALUE!,32
402,112,Davis,K.paniculata,K.paniculata,Y,28-Apr,3,4,NA,NA,4-Jun,M,28,#VALUE!,37
403,112,Davis,K.paniculata,C.corindum,Y,29-Apr,3,5,3,3-Aug,NA,NA,47,96,#VALUE!
404,122,Davis,K.paniculata,K.elegans,N,28-Apr,0,0,NA,NA,30-May,M,52,#VALUE!,32
405,122,Davis,K.paniculata,C.corindum,N,5-May,0,NA,NA,11-May,NA,NA,69,6,#VALUE!
406,122,Davis,K.paniculata,K.paniculata,N,5-May,0,NA,NA,12-May,NA,NA,69,7,#VALUE!
407,122,Davis,K.paniculata,K.elegans,Y,5-May,4,4,NA,13-May,NA,NA,69,8,#VALUE!
408,122,Davis,K.paniculata,C.corindum,Y,5-May,2,NA,NA,11-May,NA,NA,69,6,#VALUE!
409,122,Davis,K.paniculata,K.paniculata,Y,6-May,6,10,NA,NA,7-Jun,M,74,#VALUE!,32
410,11,Key_Largo,C.corindum,C.corindum,N,29-Apr,0,NA,NA,4-May,NA,NA,71,5,#VALUE!
411,11,Key_Largo,C.corindum,K.paniculata,N,3-May,0,NA,NA,9-May,NA,NA,68,6,#VALUE!
413,11,Key_Largo,C.corindum,C.corindum,Y,2-May,1,1,4,11-May,NA,NA,47,9,#VALUE!
416,50,Lake_Wales,K.elegans,K.paniculata,N,29-Apr,0,0,NA,NA,9-Jun,M,47,#VALUE!,41
417,50,Lake_Wales,K.elegans,C.corindum,N,29-Apr,0,NA,NA,5-May,NA,NA,71,6,#VALUE!
418,50,Lake_Wales,K.elegans,K.elegans,N,29-Apr,0,NA,NA,2-May,NA,NA,47,3,#VALUE!
419,50,Lake_Wales,K.elegans,K.paniculata,Y,29-Apr,7,NA,NA,1-May,NA,NA,47,2,#VALUE!
420,50,Lake_Wales,K.elegans,C.corindum,Y,29-Apr,1,NA,NA,1-May,NA,NA,47,2,#VALUE!
421,50,Lake_Wales,K.elegans,K.elegans,Y,29-Apr,2,3,NA,NA,17-Jun,M,47,#VALUE!,49
422,62,Lake_Wales,K.elegans,C.corindum,N,29-Apr,0,NA,NA,2-May,NA,NA,47,3,#VALUE!
423,62,Lake_Wales,K.elegans,K.paniculata,N,29-Apr,0,NA,NA,2-May,NA,NA,47,3,#VALUE!
424,62,Lake_Wales,K.elegans,K.elegans,N,29-Apr,0,0,NA,NA,30-May,M,47,#VALUE!,31
425,62,Lake_Wales,K.elegans,C.corindum,Y,29-Apr,1,1,1,1-Jul,NA,NA,47,63,#VALUE!
426,62,Lake_Wales,K.elegans,K.paniculata,Y,29-Apr,7,4,NA,NA,28-May,F,47,#VALUE!,29
427,62,Lake_Wales,K.elegans,K.elegans,Y,29-Apr,1,1,NA,NA,27-May,M,47,#VALUE!,28
428,53,Lake_Wales,K.elegans,K.elegans,N,30-Apr,0,NA,NA,4-May,NA,NA,69,4,#VALUE!
429,53,Lake_Wales,K.elegans,C.corindum,N,30-Apr,0,NA,NA,4-May,NA,NA,69,4,#VALUE!
430,53,Lake_Wales,K.elegans,K.paniculata,N,30-Apr,0,NA,NA,5-May,NA,NA,69,5,#VALUE!
431,53,Lake_Wales,K.elegans,K.elegans,Y,30-Apr,1,NA,NA,4-May,NA,NA,69,4,#VALUE!
432,53,Lake_Wales,K.elegans,C.corindum,Y,30-Apr,3,3,3,29-Jul,NA,NA,40,90,#VALUE!
433,53,Lake_Wales,K.elegans,K.paniculata,Y,30-Apr,9,7,NA,NA,20-Jun,M,69,#VALUE!,51
434,135,Key_Largo,C.corindum,C.corindum,N,30-Apr,0,NA,NA,7-May,NA,NA,69,7,#VALUE!
435,135,Key_Largo,C.corindum,K.elegans,N,30-Apr,0,0,NA,NA,6-Jun,M,69,#VALUE!,37
436,135,Key_Largo,C.corindum,K.paniculata,N,30-Apr,0,NA,NA,6-May,NA,NA,69,6,#VALUE!
437,135,Key_Largo,C.corindum,C.corindum,Y,30-Apr,3,1,4,20-Aug,NA,NA,40,112,#VALUE!
438,135,Key_Largo,C.corindum,K.elegans,Y,30-Apr,4,3,NA,NA,16-Jun,F,69,#VALUE!,47
439,135,Key_Largo,C.corindum,K.paniculata,Y,1-May,3,NA,NA,7-May,NA,NA,65,6,#VALUE!
440,134,Key_Largo,C.corindum,K.paniculata,N,30-Apr,0,NA,NA,5-May,NA,NA,69,5,#VALUE!
441,134,Key_Largo,C.corindum,K.elegans,N,30-Apr,0,NA,NA,7-May,NA,NA,69,7,#VALUE!
442,134,Key_Largo,C.corindum,C.corindum,N,30-Apr,0,NA,NA,7-May,NA,NA,69,7,#VALUE!
443,134,Key_Largo,C.corindum,K.paniculata,Y,30-Apr,5,8,NA,11-Aug,NA,NA,69,103,#VALUE!
444,134,Key_Largo,C.corindum,K.elegans,Y,30-Apr,5,5,NA,23-Jul,NA,NA,69,84,#VALUE!
445,134,Key_Largo,C.corindum,C.corindum,Y,30-Apr,1,NA,NA,6-May,NA,NA,40,6,#VALUE!
446,133,Key_Largo,C.corindum,C.corindum,N,30-Apr,0,NA,NA,5-May,NA,NA,70,5,#VALUE!
447,133,Key_Largo,C.corindum,K.elegans,N,30-Apr,0,NA,NA,6-May,NA,NA,70,6,#VALUE!
448,133,Key_Largo,C.corindum,K.paniculata,N,30-Apr,0,NA,NA,5-May,NA,NA,70,5,#VALUE!
449,133,Key_Largo,C.corindum,C.corindum,Y,30-Apr,3,NA,NA,6-May,NA,NA,41,6,#VALUE!
450,133,Key_Largo,C.corindum,K.elegans,Y,30-Apr,5,7,NA,6-Aug,NA,NA,70,98,#VALUE!
451,133,Key_Largo,C.corindum,K.paniculata,Y,30-Apr,2,8,NA,NA,12-Jun,M,70,#VALUE!,43
452,131,Key_Largo,C.corindum,K.paniculata,N,30-Apr,0,NA,NA,5-May,NA,NA,70,5,#VALUE!
453,131,Key_Largo,C.corindum,C.corindum,N,30-Apr,0,NA,NA,6-May,NA,NA,70,6,#VALUE!
454,131,Key_Largo,C.corindum,K.elegans,N,30-Apr,0,NA,NA,4-May,NA,NA,70,4,#VALUE!
455,131,Key_Largo,C.corindum,K.paniculata,Y,30-Apr,4,6,NA,NA,17-Jun,F,70,#VALUE!,48
456,131,Key_Largo,C.corindum,C.corindum,Y,30-Apr,3,3,2,7-Jul,NA,NA,41,68,#VALUE!
457,131,Key_Largo,C.corindum,K.elegans,Y,30-Apr,2,NA,NA,5-May,NA,NA,70,5,#VALUE!
458,28,Key_Largo,C.corindum,K.paniculata,N,30-Apr,0,NA,NA,5-May,NA,NA,72,5,#VALUE!
459,28,Key_Largo,C.corindum,K.elegans,N,2-May,0,NA,NA,7-May,NA,NA,70,5,#VALUE!
460,28,Key_Largo,C.corindum,C.corindum,N,2-May,0,NA,NA,7-May,NA,NA,70,5,#VALUE!
461,28,Key_Largo,C.corindum,K.paniculata,Y,30-Apr,3,6,NA,NA,14-Jun,F,72,#VALUE!,45
462,28,Key_Largo,C.corindum,K.elegans,Y,2-May,3,2,NA,NA,6-Jun,M,70,#VALUE!,35
463,28,Key_Largo,C.corindum,C.corindum,Y,2-May,2,1,2,NA,7-Jun,M,47,#VALUE!,36
464,132,Key_Largo,C.corindum,K.paniculata,N,1-May,0,NA,NA,7-May,NA,NA,65,6,#VALUE!
465,132,Key_Largo,C.corindum,K.elegans,N,2-May,0,0,NA,NA,3-Jun,M,70,#VALUE!,32
466,132,Key_Largo,C.corindum,C.corindum,N,2-May,0,NA,NA,8-May,NA,NA,70,6,#VALUE!
467,132,Key_Largo,C.corindum,K.paniculata,Y,2-May,4,4,NA,NA,6-Jun,M,70,#VALUE!,35
468,132,Key_Largo,C.corindum,K.elegans,Y,2-May,6,1,NA,NA,9-Jul,F,70,#VALUE!,68
469,132,Key_Largo,C.corindum,C.corindum,Y,2-May,8,2,3,8-Jul,NA,NA,47,67,#VALUE!
470,10,Key_Largo,C.corindum,C.corindum,N,1-May,0,NA,NA,6-May,NA,NA,65,5,#VALUE!
471,10,Key_Largo,C.corindum,K.elegans,N,2-May,0,0,NA,12-May,NA,NA,70,10,#VALUE!
472,10,Key_Largo,C.corindum,K.paniculata,N,3-May,0,NA,NA,7-May,NA,NA,68,4,#VALUE!
473,10,Key_Largo,C.corindum,C.corindum,Y,1-May,1,NA,NA,6-May,NA,NA,70,5,#VALUE!
474,10,Key_Largo,C.corindum,K.elegans,Y,3-May,3,6,NA,17-May,NA,NA,68,14,#VALUE!
